university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
pucv_cl,2556075992031651,8rcisstomo,11,113,49,Sat Aug 08 19:39:40 +0000 2009
ucscconcepcion,8005033252552471,yahTgaoi,146802,4339,3039,Tue Jun 28 16:44:17 +0000 2011
pucv_cl,10224706780452612,ameKcobiUne1,86,161,64,Mon Apr 28 01:25:34 +0000 2014
pucv_cl,1163048785375419392,Natyx_caLpusaTo,4384,1065,5711,Sun May 03 15:53:19 +0000 2015
pucv_cl,12500759043205898,Zrantcmbnerry,28,33,14,Sat Jul 19 00:16:02 +0000 2014
udeconcepcion,10076616069736932,ru2J_an_r,3,78,10,Fri Oct 25 20:00:44 +0000 2013
pucv_cl,9248115400892944,PatCeichiFopezp,35,214,84,Sun Jul 31 07:40:15 +0000 2011
pucv_cl,1179511659795250176,F_8yraleario,2041,272,234,Fri Aug 11 21:58:04 +0000 2017
pucv_cl,1128792811286251264,lmmeval6,536,1873,919,Thu Aug 30 20:13:30 +0000 2012
ubbchile,10636501911480668,Aitro_pduCIo_S,22,168,7,Tue Jun 07 19:33:08 +0000 2016
pucv_cl,1951250319336640,vcrK8ts,123,124,51,Sat Dec 04 02:12:22 +0000 2010
uvalpochile,1202993811069296384,agGhata_poe,272,168,39,Tue Sep 07 22:01:37 +0000 2010
pucv_cl,1125803813884116224,fledj,68,283,43,Tue Apr 24 03:58:22 +0000 2012
uvalpochile,995127016431848576,_1dra1,394,483,688,Sat Dec 12 01:43:51 +0000 2009
userena,3659791000806248,fvYjAij,210,331,48,Tue Sep 20 15:54:34 +0000 2016
pucv_cl,11187449788910392,WlecQaisj,17,120,49,Sat Aug 06 19:27:05 +0000 2011
pucv_cl,52193113941470,FtndacvoP4owley,294,971,260,Sun Sep 08 01:34:25 +0000 2019
pucv_cl,1265482223797636,seiongrRs,224,506,60,Mon Jun 20 19:38:57 +0000 2011
pucv_cl,796496261110387328,xekMita_gy,8,39,9,Fri Sep 06 15:19:11 +0000 2013
pucv_cl,6040059857861914,naZv__ikxero,205,279,130,Tue Feb 23 23:36:39 +0000 2010
userena,5298375914064356,bc1pX,323,200,221,Mon Aug 31 16:55:01 +0000 2009
uchile,8270086977744466,tauolaDrinXa_,315,793,29,Fri Oct 25 21:50:42 +0000 2019
pucv_cl,9196316182953038,c9ronopaerde,1706,285,186,Thu Feb 21 03:31:43 +0000 2008
pucv_cl,3316445381349478,q6AVprXnSBrun,164,135,22,Sat Nov 05 23:04:51 +0000 2011
pucv_cl,8853682247486479,jKcaIb,8627,267,235,Tue Dec 28 01:58:28 +0000 2010
pucv_cl,5982071908829548,eieonNo3n,1076,624,110,Sat Dec 12 13:09:01 +0000 2009
pucv_cl,1024529361873418368,niro_rkgioDW,1933,961,319,Wed Oct 12 22:01:52 +0000 2011
userena,3515736548221692,pgurtoGovoap,1697,694,97,Tue May 10 22:50:42 +0000 2016
uvalpochile,8486829879288503,d_DiGmedgc,6,24,10,Mon Apr 06 21:41:33 +0000 2020
pucv_cl,6091809303583305,DEmwol,555457,486621,1976231,Thu May 20 15:27:04 +0000 2010
pucv_cl,11587480033416484,I3celoaisaldi,1,5,3,Sun Mar 02 14:51:27 +0000 2014
uchile,12349671175350612,R7Weggy,92,248,79,Fri Aug 26 17:25:06 +0000 2011
pucv_cl,1187894437779455744,SsbdeJanyol1o,181,325,47,Sat Apr 07 03:44:42 +0000 2012
pucv_cl,9412025168729434,Eclff14,0,48,0,Sat Apr 07 11:19:03 +0000 2018
pucv_cl,3917496093513551,R_Xm_u,32,199,40,Sun Apr 01 14:24:13 +0000 2012
pucv_cl,1150482948150396800,IEleYv,3086,239,75,Thu Dec 03 16:13:07 +0000 2009
pucv_cl,7227655922793942,ridstinarq8,2279,1842,430,Fri Sep 25 16:36:34 +0000 2009
pucv_cl,1362758858856087,anivzio_cW,128,343,84,Wed Feb 01 19:00:27 +0000 2017
pucv_cl,7346500985776911,paulxa_avez,97,757,89,Fri Oct 14 23:22:36 +0000 2011
pucv_cl,10774386277536068,ciarJlasg_Mle,0,5,0,Sun Mar 09 01:03:57 +0000 2014
pucv_cl,1993258601931726,eyQaaS9rx42L3,134,258,46,Sat Nov 23 02:00:39 +0000 2013
pucv_cl,1125806364292750336,SfViQSXa5_W,41,32,7,Mon Jan 27 20:37:58 +0000 2014
pucv_cl,1234587944845066,Nynlar,19118,957,1518,Tue Dec 29 12:34:04 +0000 2009
usach,7939303937395839,HaSiaCrtjsL,3738,554,288,Sun Jun 07 19:26:06 +0000 2009
pucv_cl,10197281093655752,Efuana,7,36,11,Fri Aug 05 03:16:44 +0000 2011
ubbchile,3596598316408034,miredrMes,1301,11,4,Mon Dec 08 21:38:39 +0000 2014
usantamaria,8281634794571919,GichaIouseR,24,46,2,Tue Apr 14 16:44:19 +0000 2020
userena,9628328980643894,2PauciBebz,4,302,34,Tue Apr 03 21:22:11 +0000 2012
pucv_cl,156055592619208,nnifiper17,405,386,102,Tue Apr 06 17:02:50 +0000 2010
uvalpochile,745675137595455360,CO2dmSedo,6,262,10,Thu Mar 19 20:59:44 +0000 2020
pucv_cl,7607297885238390,danicanelo_e,85,178,73,Sun Jan 16 03:03:54 +0000 2011
pucv_cl,1240264392647450624,verYbuscar,52,91,13,Sun Oct 28 19:54:06 +0000 2012
pucv_cl,1160084956664504320,BVrBieDiwa6a,121,178,50,Fri Oct 14 18:29:33 +0000 2011
pucv_cl,3121872345387369,_GWusadonso_,13,126,7,Thu Nov 15 22:35:04 +0000 2018
usach,513782253738114,ime_50,320,167,17,Thu Oct 24 00:36:10 +0000 2019
UFrontera,5326932502714484,keTrimerales,9,28,17,Wed Oct 13 12:11:24 +0000 2010
pucv_cl,2148312307510809,b_cachez,81,952,154,Mon May 23 12:28:45 +0000 2011
udeconcepcion,570946599302507,Fou4H671,9,22,5,Mon Apr 20 15:40:42 +0000 2020
pucv_cl,12239154065971322,nimoncada,2531,2659,1480,Sun Apr 05 00:51:06 +0000 2009
pucv_cl,795423327476576640,LeonorLTilL2,3588,1480,510,Fri Jul 28 04:11:38 +0000 2017
uchile,1256453455516755712,pirYiNKt,11,322,42,Sat Aug 29 03:44:47 +0000 2009
pucv_cl,9837459731418466,PedaoMMLLr,4534,568,159,Tue Mar 27 07:04:15 +0000 2012
userena,1246090457172423168,omanho,17716,4378,575,Thu Jul 09 19:15:44 +0000 2009
ucatolica_chile,2277108252584590,Frnredmoq,138,365,362,Sun Oct 20 18:36:07 +0000 2013
ucatolica_chile,8466824527788249,cWmelmanxT_N,1,23,4,Sat Apr 11 18:58:23 +0000 2020
pucv_cl,1028110650969689,RTSociolo8icos,1249,521,712,Wed Apr 25 13:47:21 +0000 2018
uchile,2503124074753273,HVnn4,2,163,11,Sat May 23 18:02:32 +0000 2020
usach,2404387808896454,JMLatgrwe,37853,1120,4770,Wed Nov 04 15:37:08 +0000 2009
ucscconcepcion,8827672064416306,ncidmFarchaM,166,547,30,Thu Jan 18 19:48:45 +0000 2018
pucv_cl,9983472816146484,NmapKCyv,0,18,3,Sun Apr 13 00:58:22 +0000 2014
UFrontera,8506648689473682,JairoCall6sZ,199,308,60,Wed Mar 04 19:20:44 +0000 2020
pucv_cl,2907233022015304,eklaus,0,1980,0,Wed Jan 27 03:57:43 +0000 2010
pucv_cl,4057681062816336,I_refrodxri,7115,1982,168,Sat Jun 24 17:27:01 +0000 2017
userena,9404451779278926,da07imedel,211,309,72,Tue Mar 02 20:28:52 +0000 2010
userena,1160375144738475776,Jiwy_arE,95,219,11,Wed Jul 05 21:13:48 +0000 2017
pucv_cl,7349053471876633,gcalOr4tlmi8r,75,280,115,Wed Jun 30 17:10:02 +0000 2010
UFrontera,1123237981721234432,7frsFMrxega,18,108,6,Thu Mar 26 17:23:26 +0000 2020
ubbchile,5547819820469242,MonsemonseMno,265,251,101,Thu May 22 13:40:06 +0000 2014
pucv_cl,11381415588740130,_aoZteb,240,744,91,Thu Mar 11 17:19:10 +0000 2010
pucv_cl,3752863756919586,benDO1gach2ise,149,606,253,Sun Feb 17 11:57:03 +0000 2019
pucv_cl,827460233489018880,2enVvdozaQ93,1914,706,169,Wed Oct 21 19:12:22 +0000 2009
pucv_cl,1167743407551913984,8l_QOizU,6906,1632,2958,Mon Sep 06 15:45:58 +0000 2010
pucv_cl,5535540859585530,ermnBnbtkSKa,214,549,107,Tue Oct 30 04:11:04 +0000 2012
usach,6231597719641849,1aulAna330,2,104,3,Wed Mar 04 15:30:04 +0000 2020
usantamaria,957756822250635,iegBmunoz93U,64,64,11,Tue Aug 30 20:40:55 +0000 2011
pucv_cl,3854073243653876,Buuzave0,993,979,172,Wed Mar 16 13:48:50 +0000 2011
pucv_cl,132559852606684,Lpke2sspieE,13680,842,182,Mon Jan 18 13:58:41 +0000 2010
pucv_cl,1144402504197803776,qOscleaCdoz,3551,3671,918,Wed Feb 10 10:06:14 +0000 2016
pucv_cl,10291591300464434,IDSCKBjCV,101,1308,630,Sun Jun 06 23:33:24 +0000 2010
pucv_cl,5643574557948803,MCGG8589615S2,0,2,1,Sun Mar 15 12:27:32 +0000 2020
pucv_cl,9335422903018368,tkiRespHFa0,96,157,84,Tue Jan 26 06:16:45 +0000 2010
usantamaria,610277782120749,uanAv93481118,1,73,1,Mon Mar 16 15:02:22 +0000 2020
pucv_cl,1192101324868459008,Davidvalhco,5309,1393,427,Wed Oct 07 15:15:51 +0000 2009
pucv_cl,1239963580895874560,paoI_,1073,336,235,Wed Jan 20 01:25:32 +0000 2010
uvalpochile,11760346621820740,xstis5w8,3,62,1,Sun Jun 11 12:50:13 +0000 2017
pucv_cl,6282306016504417,Jenifer_SSeBue,3538,2249,471,Sun Oct 21 03:28:52 +0000 2012
pucv_cl,848197159616857344,pqljo3n,5330,542,344,Sun May 10 03:30:22 +0000 2009
pucv_cl,3521292734838460,GaGk6M1ri8F,6,60,28,Thu Mar 27 12:48:11 +0000 2014
pucv_cl,934000612583613568,0MAChil,20201,1976,179702,Tue May 11 13:54:50 +0000 2010
UFrontera,9356419399785378,KyleZk,102,123,8,Tue Apr 07 23:48:44 +0000 2020
usantamaria,10847044893739072,MiFeuekijtax9,1320,548,36,Mon Apr 14 23:33:12 +0000 2014
pucv_cl,12524143064242592,DaXiawueasP,216,260,78,Wed Jun 29 02:04:14 +0000 2011
ubbchile,6853159119775693,njulaSeJD,5,223,30,Sun Dec 11 17:12:42 +0000 2011
usach,10062273020516682,Yrrs,91918,2400,1386,Mon Sep 30 16:50:57 +0000 2013
userena,1029308736388805,GssqMontagu,2385,278,422,Thu Sep 08 20:59:44 +0000 2011
ucatolica_chile,3860560811466170,galoffaicDel,49,296,60,Mon Jan 06 15:07:27 +0000 2020
pucv_cl,8383631624790716,jenier,291,455,161,Fri Mar 13 14:55:18 +0000 2009
pucv_cl,3174173356153098,Wk_Ike_Sh,227,222,112,Tue Mar 02 17:26:31 +0000 2010
pucv_cl,492612278661342,davidavag5ino,257,226,78,Mon Mar 01 23:48:09 +0000 2010
uchile,1012961911428079744,CailMe1TNta,0,62,1,Mon May 25 20:45:42 +0000 2020
ucscconcepcion,1240920517689262080,V7ynkl1927,2,168,9,Thu Apr 07 02:15:46 +0000 2016
usantamaria,2885219464942563,pAtructreLpk,3651,2122,434,Mon Mar 15 11:28:10 +0000 2010
pucv_cl,1655308709628186,Caro_Vvergaa_A,3250,1119,179,Wed Jun 23 19:48:16 +0000 2010
pucv_cl,8364443444670275,RibnftinitaUWX,4285,98,100,Sat Jun 20 05:32:56 +0000 2009
ubbchile,8696043572440245,dtacyn21d,34493,273,176,Sun Oct 21 13:42:15 +0000 2012
ucscconcepcion,12560833738429616,BhanUlJicnAt,5448,1605,1000,Sun May 16 16:21:42 +0000 2010
userena,4136603538788066,Gfxin1niaa,892825,14756,19167,Sun Sep 27 14:38:22 +0000 2009
pucv_cl,2371736106854679,Ho4eiLn,4195,931,295,Tue Mar 15 19:08:14 +0000 2011
usach,1141638886121236,Spf_ru,46,361,11,Mon Apr 27 06:45:21 +0000 2020
usantamaria,4968572879223179,So4i5Ar_W41115,5,61,1,Sun Nov 10 17:36:08 +0000 2019
pucv_cl,885819271553503616,vos1bg6,67,114,35,Wed Jul 06 01:47:24 +0000 2011
udeconcepcion,1403189521690031,tDodanzD4o0WAk,3116,537,755,Sat Jul 24 00:18:40 +0000 2010
ucatolica_chile,9596781995989092,aAcco,1,17,1,Wed Feb 06 14:25:14 +0000 2019
pucv_cl,5908486944746988,Akuayc,22,255,91,Wed Mar 07 13:57:20 +0000 2012
pucv_cl,6944027538879893,jeanefariyasp,43,23,19,Sat Oct 27 01:11:06 +0000 2012
UFrontera,6430314379484396,7LainoRavL,0,98,2,Wed Mar 18 14:44:42 +0000 2020
pucv_cl,3711213444247793,iGrMD8bjvwb,526,161,36,Thu Sep 05 22:11:19 +0000 2013
uvalpochile,1683461029914997,EnLforRatcWUV,36,14,25,Tue Mar 03 21:59:29 +0000 2020
userena,2014407712323496,Arwazmya2ori1,99,261,33,Sun Oct 20 03:57:14 +0000 2019
usach,4244253688348566,p2Tfoss,25,734,30,Sun Apr 26 19:10:39 +0000 2020
uvalpochile,7339974369324527,vuonda,289,183,21,Fri Feb 17 01:12:07 +0000 2012
uchile,11607786239427110,CFGlestd7arai,9,103,3,Sat May 23 22:00:15 +0000 2020
pucv_cl,748898661851078656,aqitobksn,4399,1348,510,Mon Nov 02 04:28:59 +0000 2009
pucv_cl,1209831100108939264,xlfabefmhZon,0,9,2,Wed Aug 06 22:28:20 +0000 2014
pucv_cl,3818388574424157,pAAPREHtoria,6448,1190,4522,Mon Nov 11 17:57:49 +0000 2013
pucv_cl,11018450660990902,CyCioconlato,6,10,6,Tue Apr 08 18:12:01 +0000 2014
UFrontera,774076142555151232,BhIe2m_u0w,17,21,11,Thu Jan 02 01:51:20 +0000 2014
pucv_cl,798193911446288000,geOCB_olisRv,3261,2015,1539,Fri Oct 02 23:10:35 +0000 2015
pucv_cl,959279029568685696,5Vrzd2eso,9984,4999,2157,Mon Dec 20 01:37:55 +0000 2010
udeconcepcion,8815294669842728,KadtrNWI60143,0,107,4,Wed Apr 22 00:06:48 +0000 2020
pucv_cl,10787922229696968,LECINAGSMS,14,27,8,Wed Jun 11 19:41:26 +0000 2014
pucv_cl,1233101199176986624,TZaVk_o5etilLe,470,422,116,Fri Oct 08 21:56:37 +0000 2010
pucv_cl,5100095263345943,XaVjlH7i586,42,270,61,Mon Nov 26 15:31:13 +0000 2012
ucscconcepcion,1195499418400426496,Kf2nyarggF,195,178,30,Sun Aug 01 20:45:50 +0000 2010
uvalpochile,10156892552089082,Serliopmplian0,12,27,5,Tue Dec 26 04:00:40 +0000 2017
pucv_cl,3629813911852767,BtciGtIznU,524,195,119,Mon Aug 12 13:45:41 +0000 2013
pucv_cl,3229905686956888,ehkst7riacl,8785,1263,1417,Sun Mar 25 23:52:09 +0000 2012
pucv_cl,1142603855382479872,atiR_92,7032,1048,736,Wed May 02 00:26:07 +0000 2012
pucv_cl,3660053789547224,UreusculTMLlva,2,78,4,Sun Oct 03 00:07:36 +0000 2010
pucv_cl,1550447662267280,XruLeslie198h,9,32,8,Wed Jun 19 15:18:37 +0000 2013
pucv_cl,10415431489944228,pzpVnklaszt4,3541,1182,478,Thu Feb 23 11:25:14 +0000 2012
pucv_cl,1235836510993410304,hRah1,8248,1105,351,Sat Jul 09 20:07:34 +0000 2011
usach,11500804997279566,_utMzu,389,399,73,Sat Aug 01 04:14:55 +0000 2009
pucv_cl,8183866371256560,iqlntem,4,114,33,Wed Mar 02 13:02:57 +0000 2011
ucscconcepcion,460113063746210,RendraRt720,0,9,2,Wed Mar 20 13:45:24 +0000 2019
pucv_cl,892594550949539456,DitCcnaple,538,1831,1009,Fri Jul 01 13:26:44 +0000 2011
pucv_cl,8362482221897773,ya4kauhu,2056,206,60,Tue Jan 24 16:12:09 +0000 2012
pucv_cl,732107303921237504,PPqincpiq0ne,139,368,226,Thu Jul 11 02:42:02 +0000 2013
userena,2438056419413010,Glep8alma,3439,1241,520,Wed Nov 10 03:12:51 +0000 2010
pucv_cl,1185420022064962048,p77eminery_,4625,4015,2627,Wed Sep 12 16:37:04 +0000 2012
pucv_cl,4389609084227124,HugoJolqunMoliD,133,216,13,Fri Mar 16 23:00:47 +0000 2018
pucv_cl,12165130692395346,iFwlidvue,1342,857,184,Mon Jun 09 01:51:24 +0000 2014
pucv_cl,12366813342949644,ROerats,537,273,97,Mon Dec 26 22:56:04 +0000 2011
pucv_cl,12586190202900352,laoHciMsa,836,3176,1183,Wed Sep 25 00:03:57 +0000 2019
pucv_cl,1068857416682458496,tlsyse_cile,338,1898,443,Fri Aug 19 01:56:15 +0000 2011
usach,5426595148165966,krncbibnaLaT,24,40,4,Tue Sep 19 22:55:18 +0000 2017
pucv_cl,1201024648049682688,XoaGar,6013,303,270,Tue Mar 02 00:34:09 +0000 2010
ucatolica_chile,1265823655081390592,juajiewez_,19,52,18,Tue Aug 16 00:23:02 +0000 2011
userena,11074617674796594,riveVusico,45,38,1,Wed Mar 25 04:00:49 +0000 2020
pucv_cl,10429568436383168,_8_diegoh,33,505,70,Wed Mar 21 02:50:52 +0000 2012
userena,6764023135139656,ac5oriBka,19,32,7,Wed Apr 04 13:02:42 +0000 2018
uvalpochile,8949253773935829,Aalfrd1KWbi5,3078,1142,319,Mon Jan 22 18:00:05 +0000 2018
ubbchile,824040072948984576,aNeCqrAn,0,86,5,Wed Apr 01 13:00:24 +0000 2020
uvalpochile,3699523079746180,utiPrR_HrEs,23,49,3,Tue Jan 16 04:51:25 +0000 2018
UFrontera,314578477290194,SInnovm1aid,231,319,65,Sat Dec 15 17:48:51 +0000 2018
UFrontera,1216889058071833088,nyvOMhWcoK,135,321,28,Wed Feb 03 12:33:32 +0000 2016
pucv_cl,10689555894737548,ele0kpCr,607,2127,307,Sat May 07 13:44:08 +0000 2016
pucv_cl,10432065952636298,srKzl,119,485,41,Fri Jun 13 21:33:27 +0000 2014
pucv_cl,6694781335248005,SeastinMauri16,196,188,8,Sat Nov 23 16:29:44 +0000 2019
ubbchile,7847848865865132,4bMnjesmUbb,22,65,46,Mon Apr 20 20:08:19 +0000 2020
ucatolica_chile,1215118472530815488,CntonajiGa,432,136,89,Tue Jul 10 02:17:43 +0000 2018
usantamaria,9093586811513686,tuaieG_bEhr,6,2740,102,Wed Jul 13 17:55:16 +0000 2016
pucv_cl,12234902202809686,PrleeairnoM,113,2877,1346,Sat Mar 08 20:31:07 +0000 2014
usach,1466240180309468,Fyaottt,2,86,2,Tue May 19 15:41:26 +0000 2020
pucv_cl,3946662449084454,nFUOXjanetY,219,1119,99,Mon Mar 01 22:09:47 +0000 2010
pucv_cl,998784394252999,Lissa_ATapiaw,36,459,42,Fri Apr 02 02:21:23 +0000 2010
pucv_cl,3970507842085100,mmnriqquezt,364,88,84,Fri Jul 01 02:50:36 +0000 2011
pucv_cl,1182584374015500288,vaBaLopeKM,8536,2535,3871,Wed Apr 15 04:24:23 +0000 2009
pucv_cl,1198273552432211712,_6osieryinEo,1288,399,98,Mon Mar 08 16:32:22 +0000 2010
pucv_cl,1263537574012720896,rtoticaQ9,1906,1876,651,Tue May 05 11:59:52 +0000 2009
pucv_cl,11696569664221310,xerMagei,7935,778,118302,Sun Oct 19 23:28:16 +0000 2014
ucscconcepcion,603413740009074,anuhormaozabCl,747,3805,1377,Tue Nov 30 20:20:18 +0000 2010
pucv_cl,251385310544337,UAustjadeCh,18720,1841,18644,Wed Feb 25 13:07:17 +0000 2009
userena,1187525862143232768,arQoszezHm3,5363,1582,968,Wed Aug 12 00:58:37 +0000 2009
pucv_cl,12155506965179444,TzQiklexa9dria,3731,1456,478,Mon Jan 24 18:05:47 +0000 2011
pucv_cl,9844110788458328,H5SmWlYoyneck,2883,277,113,Sun Jun 23 22:20:10 +0000 2013
UFrontera,6152255982682863,sbtr90,4,14,0,Tue Dec 24 12:49:51 +0000 2013
uvalpochile,989750956308668544,cLl67pM153,36,172,8,Mon Aug 12 23:44:21 +0000 2019
ucscconcepcion,1261334569153954560,ZlejaN837t814,8,114,4,Fri Aug 02 19:28:46 +0000 2019
usantamaria,742609854401571456,TxoxasRpteH6,0,39,2,Wed Oct 30 20:06:19 +0000 2019
udeconcepcion,843615920096765952,icorPegaa,5901,1297,211,Wed Apr 17 02:29:57 +0000 2013
UFrontera,1013421128701116160,N7i7eWSarY4as,1718,542,115,Sun Oct 25 01:17:32 +0000 2015
uchile,12253725420505996,clrMtUa0JmeroW,35,190,53,Thu Dec 10 17:27:29 +0000 2009
UFrontera,1028482708763114240,AntohKnhinM,3,96,10,Wed May 11 00:57:31 +0000 2016
pucv_cl,1229317283039525888,KarimuRDl33iC,54,252,67,Sat May 19 02:15:44 +0000 2012
ucatolica_chile,1073665599618460,jiVsusbaZeza,579,270,83,Tue Nov 24 01:16:24 +0000 2009
pucv_cl,8814413852687973,5cav_e74d,2,28,21,Tue Aug 30 20:38:07 +0000 2011
pucv_cl,1179536877661728000,xlOeWbino,89,1975,250,Sat Jan 02 16:58:20 +0000 2010
pucv_cl,1217661317813425664,Macare5l86224,0,14,1,Thu Oct 24 16:58:59 +0000 2019
pucv_cl,4810134170558055,ducw1nUya1x,2381,794,1575,Tue Jun 02 14:18:11 +0000 2015
UFrontera,9443918705019650,6kncN_OXteo,6,371,35,Sat Sep 24 21:01:07 +0000 2011
ucatolica_chile,978828022239375744,O8zEIlk,85,280,10,Thu Jan 31 00:35:48 +0000 2019
userena,979694194627527424,mi0lvi5raYrrQnM,1,62,1,Wed Sep 08 00:12:07 +0000 2010
pucv_cl,11845036610676448,ahrQrreral,23,146,20,Tue May 07 17:37:13 +0000 2013
ucscconcepcion,564245944771140,cjilvar,907,148,29,Thu Mar 10 16:37:10 +0000 2011
pucv_cl,5260569371399458,Nntrk_Mineruia,65,543,98,Tue Sep 11 15:24:35 +0000 2018
pucv_cl,6921751498801571,arielRQ1RoS,1258,2372,723,Wed Jun 16 16:27:23 +0000 2010
pucv_cl,5257386770075834,clau2105958G24,11,84,8,Sun Jan 12 18:58:40 +0000 2020
pucv_cl,6624354641775339,Blwa4_tty,16,187,10,Thu Nov 07 18:10:06 +0000 2019
pucv_cl,3427012882350522,mbuCstoscaLpos,1081,743,200,Tue Jun 26 02:05:44 +0000 2012
ucscconcepcion,9767515078631110,Varedlvanah,2,19,2,Thu Sep 26 13:23:37 +0000 2019
pucv_cl,6879284255322901,S9_valen,599,319,125,Sat Jul 09 14:23:18 +0000 2011
pucv_cl,1156001417301919232,Srraktic,325,552,25,Sun Oct 20 05:29:29 +0000 2019
userena,7854871722751188,JwaPDeuin,1146,381,145,Sat Dec 12 02:53:14 +0000 2009
userena,5737879337032455,JeRecnkyMrjn,1423,384,79,Tue Jul 17 18:43:46 +0000 2012
usach,7852355390671628,hoLlLcac84s,22962,2039,728,Tue Mar 10 04:16:58 +0000 2009
ubbchile,735186480815252352,Sebacti38991058,319,57,6,Wed May 15 02:54:12 +0000 2019
pucv_cl,889536225580831488,REOD3BRZYN,8624,4754,493,Thu Dec 25 17:53:51 +0000 2014
ucatolica_chile,1983569300847634,Ga4000pe,8143,939,89,Sat Aug 31 16:09:51 +0000 2013
usach,11945365566970894,chessip_ow,5,18,7,Sun May 17 03:35:34 +0000 2020
pucv_cl,841040305574732928,GMaBBmzI,1495,335,83,Wed Apr 18 02:45:01 +0000 2012
pucv_cl,5594153959340644,alinaPo8894852,0,214,0,Sun Oct 20 20:00:15 +0000 2019
udeconcepcion,2909864916820744,R2iosYhdu,619,188,53,Sun Sep 01 00:53:26 +0000 2019
pucv_cl,12626061803896282,FeriNPLHa,861,357,318,Fri Apr 20 17:45:33 +0000 2012
pucv_cl,1264076561636102912,Cata_M_,10,83,95,Thu Jun 09 15:29:44 +0000 2011
pucv_cl,984663776727186816,El6any178140,96,168,5,Mon Jun 10 23:06:04 +0000 2019
pucv_cl,3312397902669622,and_scsve,945,659,655,Tue May 08 13:55:30 +0000 2012
pucv_cl,862968491000927,idiau73zu,23,386,42,Thu Sep 17 02:43:58 +0000 2015
uvalpochile,3419774823944265,vao5460p3G1,0,27,3,Mon Nov 11 19:40:39 +0000 2019
userena,3207651216554260,IsaorBaIreraw,123,91,33,Thu Sep 01 02:22:49 +0000 2011
pucv_cl,6521182409319086,Dego_ustraAo,154,121,74,Sun Feb 28 20:42:22 +0000 2010
UFrontera,5181085668725745,gprca9b,27,93,33,Sun Jan 10 15:31:02 +0000 2010
UFrontera,1201930547546494976,Jwh6ca4,84,262,3,Sat Mar 21 19:00:05 +0000 2020
pucv_cl,3207864020473422,AirePuroVaTu,9662,2009,1677,Thu Feb 03 19:55:07 +0000 2011
pucv_cl,851907697185763328,nelpri3ro,908,879,67,Wed Jan 19 02:58:15 +0000 2011
pucv_cl,4930782822382741,erpVaklta,2875,1521,662,Wed Aug 19 21:15:12 +0000 2009
uvalpochile,1426826034749017,mipKezadesy,201,47,13,Thu Jan 30 04:36:33 +0000 2020
pucv_cl,984378572672204160,onmCp6dMTxa,251,175,71,Tue Dec 27 02:49:37 +0000 2011
uchile,7709664544475562,pYnchor18j03,2,39,10,Sun Jan 30 15:50:36 +0000 2011
pucv_cl,1810864176148090,MaajoS3Kz,3461,813,608,Tue Sep 07 01:01:35 +0000 2010
usach,11051301752289452,jh0QNeamco,1130,1346,141,Sat Dec 23 18:06:05 +0000 2017
usach,11339345050159972,leorMav8Yrs,349,16,23,Thu Mar 14 16:31:16 +0000 2019
pucv_cl,1082155828827649408,AdGonKal2Lei,25,90,13,Thu Oct 20 02:40:16 +0000 2011
pucv_cl,2831042465907633,hsutoriHausac4,285,2189,608,Thu Mar 29 22:49:28 +0000 2018
userena,912293527759906432,AlcotCsbudjio,20,293,27,Tue Aug 28 14:55:14 +0000 2012
pucv_cl,1216632353969401856,T8pakQu4iroBz,62,291,59,Mon Jan 18 23:53:51 +0000 2010
userena,4434310498174984,lubeen77,4134,2113,408,Mon May 17 14:13:59 +0000 2010
ucscconcepcion,1069749847356955264,PaBmeclV,133,558,96,Mon Sep 07 16:41:24 +0000 2009
pucv_cl,749424955743778432,tneiu,74,272,18,Thu Mar 14 00:11:24 +0000 2019
ubbchile,11669692024979582,Alea_Scaplat3a,6,25,14,Wed May 26 04:58:06 +0000 2010
ucscconcepcion,244391996207553,ZYyaB1H,775,350,82,Wed Jul 29 00:37:56 +0000 2009
uchile,8985211033410999,Rpvj,0,43,4,Sun Feb 23 11:30:37 +0000 2020
pucv_cl,11637349997372114,Se6rMu7efLider,1165,1446,1693,Thu Mar 16 23:51:55 +0000 2017
pucv_cl,1196652999155659008,RvvFacIngUCV,598,1275,474,Thu Jan 28 16:47:19 +0000 2016
pucv_cl,2609574784337763,ibFarra1a0,35,1852,349,Mon Jan 09 02:48:58 +0000 2012
udeconcepcion,8956033217338857,gonzaloEb0f,29740,1846,2290,Wed Aug 25 01:25:37 +0000 2010
pucv_cl,1195686938685995,aicsexpreion,16,245,51,Mon Aug 30 15:49:18 +0000 2010
udeconcepcion,3132841134285466,sXl_cortes,863,561,126,Sun Feb 28 15:50:54 +0000 2010
pucv_cl,10808128148066108,INWZUnU6117O,9,206,4,Tue Feb 05 23:41:24 +0000 2019
userena,8930177126603790,jMaJo_5may,92,165,39,Sat Apr 02 04:32:42 +0000 2011
pucv_cl,1200328300965515008,ed2FQardfaJr,6477,1311,801,Sun Feb 24 22:01:37 +0000 2013
pucv_cl,9755441136997008,niceri,71,69,41,Tue Nov 30 19:30:41 +0000 2010
pucv_cl,1236113516735049472,CPCUnU5ayeGe,2599,329,311,Tue Apr 26 17:14:59 +0000 2016
uvalpochile,516199813375007,t_sebastian34,0,38,9,Sun Dec 06 01:21:08 +0000 2015
